timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:49:11.053,5.99e-06,6.07e-06,5.94e-06,15.2665375,301,5768,7067.00000001,11995,4327,6921.72993842,0.042331330000059904
2017-11-15T12:49:33.35,5.99e-06,5.99e-06,5.94e-06,15.2665375,301,5768,7080.0,12021,4319,6919.10057818,0.0424092
