timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:49:04.07,8.1e-07,8.2e-07,8.1e-07,2.31116831,263,4867,7067.00000001,11995,4327,6921.72993842,0.0057242700000080995
2017-11-15T12:50:05.447,8.2e-07,8.2e-07,8e-07,2.31361132,262,4867,7080.0,12021,4319,6919.10057818,0.0058056
