timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt,first_page_buy_orders,first_page_sell_orders
2017-11-22T05:44:04.077,1.7e-07,1.8e-07,1.7e-07,71.83302361,1950,17798,8189.0,12710,3769,5205.59871175,0.0013921299999999999,160.23837639926154,232.21150199054927
2017-11-22T05:44:15.37,1.7e-07,1.8e-07,1.7e-07,71.85852363,1951,17799,8189.99999998,12707,3767,5200.18457558,0.0013922999999966,160.22098147636126,232.06448708464035
2017-11-22T05:44:48.687,1.7e-07,1.8e-07,1.7e-07,71.85920363,1949,17762,8182.0,12704,3767,5195.06079198,0.0013909399999999998,164.40221634447624,231.918444355151
2017-11-22T05:44:48.687,1.7e-07,1.8e-07,1.7e-07,71.85920363,1949,17762,8161.0,12705,3769,5194.90044904,0.00138737,164.31647031037238,231.88401787380405
2017-11-22T05:45:53.79,1.7e-07,1.8e-07,1.7e-07,71.92922317,1950,17795,8161.00000001,12704,3768,5192.75395848,0.0013873700000016998,164.23959053152237,231.99623662380407
2017-11-22T05:46:22.157,1.8e-07,1.8e-07,1.7e-07,71.92694472,1949,17795,8160.0,12694,3771,5190.85615897,0.0014688,165.13973147917238,232.00344079047073
2017-11-22T05:47:18.107,1.8e-07,1.8e-07,1.7e-07,71.93914442,1937,17796,8160.0,12692,3770,5172.34195428,0.0014688,165.11765416284751,231.99821832964795
2017-11-22T05:47:18.107,1.8e-07,1.8e-07,1.7e-07,71.93914442,1937,17796,8160.0,12685,3767,5174.52384726,0.0014688,167.1851332292725,232.0309480199216
2017-11-22T05:48:08.073,1.7e-07,1.8e-07,1.7e-07,72.73311581,1954,17782,8188.0,12686,3767,5175.19764375,0.0013919599999999998,167.16892211667252,231.467820543826
2017-11-22T05:48:48.593,1.7e-07,1.8e-07,1.7e-07,72.78508764,1955,17782,8180.99999976,12693,3770,5173.89556401,0.0013907699999592,168.18716848318067,231.41136213009878
2017-11-22T05:49:12.273,1.8e-07,1.8e-07,1.7e-07,73.04789863,1956,17770,8160.001,12689,3772,5170.40184219,0.00146880018,172.19103719296263,231.12026903990028
2017-11-22T05:49:45.793,1.8e-07,1.8e-07,1.7e-07,73.06475638,1948,17770,8160.001,12689,3772,5170.40184219,0.00146880018,174.31805383903986,231.12439204325318
2017-11-22T05:50:06.257,1.7e-07,1.8e-07,1.7e-07,73.07656355,1950,17771,8160.001,12692,3773,5168.36956684,0.0013872001699999999,174.1549213854505,231.14186159222777
2017-11-22T05:50:06.257,1.7e-07,1.8e-07,1.7e-07,73.07656355,1950,17771,8160.001,12692,3773,5168.36956684,0.0013872001699999999,174.15139736002948,231.4593638829748
2017-11-22T05:50:06.257,1.7e-07,1.8e-07,1.7e-07,73.07656355,1950,17771,8180.09999977,12700,3771,5158.40134849,0.0013906169999609,174.22354136002946,233.39505749883062
2017-11-22T05:51:51.223,1.7e-07,1.8e-07,1.7e-07,73.07657605,1950,17784,8180.09999977,12685,3773,5153.97759476,0.0013906169999609,174.24499784997948,233.40620602824237
2017-11-22T05:52:21.527,1.7e-07,1.8e-07,1.7e-07,73.08046756,1952,17787,8175.0,12686,3772,5142.18845055,0.00138975,174.22010838673998,233.4072560282424
2017-11-22T05:52:21.527,1.7e-07,1.8e-07,1.7e-07,73.08046756,1952,17787,8180.0,12701,3775,5135.85856425,0.0013905999999999999,174.22018883011702,233.45139217359537
2017-11-22T05:52:22.45,1.7e-07,1.8e-07,1.7e-07,73.08046756,1952,17787,8177.09999976,12702,3776,5134.91310101,0.0013901069999592,173.62157415751702,233.9086295351156
2017-11-22T05:53:46.487,1.7e-07,1.8e-07,1.7e-07,73.07911784,1951,17791,8187.99999996,12689,3772,5132.85976362,0.0013919599999932,174.63408581875672,234.12136141230974
2017-11-22T05:54:37.11,1.8e-07,1.8e-07,1.7e-07,73.08512196,1953,17789,8150.0,12681,3773,5138.14083572,0.001467,174.64682095323138,234.107710332998
2017-11-22T05:55:09.21,1.8e-07,1.8e-07,1.7e-07,73.08952151,1953,17768,8179.99,12689,3774,5134.03620025,0.0014723981999999998,174.64682095323138,234.09117747840568
2017-11-22T05:55:25.673,1.7e-07,1.8e-07,1.7e-07,73.09048782,1953,17762,8179.99,12696,3772,5133.32797667,0.0013905983,174.69572963473684,233.2470435275969
2017-11-22T05:55:25.673,1.7e-07,1.8e-07,1.7e-07,73.09048782,1953,17762,8150.0,12681,3773,5134.19979811,0.0013854999999999998,174.3145328439999,232.9399489066943
2017-11-22T05:55:25.673,1.7e-07,1.8e-07,1.7e-07,73.09048782,1953,17762,8179.99,12678,3770,5126.1772732,0.0013905983,174.3145328439999,232.1811857614307
2017-11-22T05:57:10.207,1.7e-07,1.8e-07,1.7e-07,72.67422799,1954,17777,8187.99999999,12695,3774,5124.58326073,0.0013919599999983,174.39558273729017,232.1802119221307
2017-11-22T05:57:10.207,1.7e-07,1.8e-07,1.7e-07,72.67422799,1954,17777,8187.99999999,12698,3772,5120.63173579,0.0013919599999983,174.41434273729016,232.404468567016
2017-11-22T05:58:13.8,1.7e-07,1.8e-07,1.7e-07,72.68858489,1956,17780,8187.99999998,12684,3773,5125.00336876,0.0013919599999966,174.3981083970794,232.19270386113368
2017-11-22T05:58:47.68,1.8e-07,1.8e-07,1.7e-07,72.69147926,1956,17777,8187.99999998,12685,3775,5123.06081057,0.0014738399999964,173.82045186702936,232.39754635749102
2017-11-22T05:58:47.68,1.8e-07,1.8e-07,1.7e-07,72.69147926,1956,17777,8180.0,12695,3773,5113.47681481,0.0014724,173.81890986170438,232.39911678251752
2017-11-22T05:58:47.68,1.8e-07,1.8e-07,1.7e-07,72.69147926,1956,17777,8150.0,12686,3774,5103.00237511,0.001467,173.81890986170438,232.41210935749103
2017-11-22T05:59:59.3,1.7e-07,1.8e-07,1.7e-07,72.65375625,1956,17780,8182.0,12678,3771,5099.55185343,0.0013909399999999998,176.54227617332162,232.41642454458963
2017-11-22T06:00:41.273,1.8e-07,1.8e-07,1.7e-07,72.65550312,1956,17779,8181.99999999,12674,3770,5095.74223995,0.0014727599999982,176.55231817864666,232.39464266487352
2017-11-22T06:00:41.273,1.8e-07,1.8e-07,1.7e-07,72.65550312,1956,17779,8181.99999999,12676,3771,5095.67285375,0.0014727599999982,177.14569967267164,232.39517066487355
2017-11-22T06:01:41.583,1.8e-07,1.8e-07,1.7e-07,72.65339722,1958,17777,8181.99999999,12695,3770,5099.82397792,0.0014727599999982,177.00590119584666,232.3783747095515
2017-11-22T06:02:25.43,1.8e-07,1.8e-07,1.7e-07,72.91579004,1956,17765,8152.00000001,12680,3773,5095.25921181,0.0014673600000018,177.05940891426587,232.03651074417786
2017-11-22T06:02:25.43,1.8e-07,1.8e-07,1.7e-07,72.91579004,1956,17765,8181.99899994,12675,3774,5089.99988327,0.0014727598199892002,176.27440891426588,232.02808213365154
2017-11-22T06:03:29.007,1.8e-07,1.8e-07,1.7e-07,73.90331514,1961,17748,8150.48,12679,3772,5091.29373866,0.0014670864,176.28708403431528,231.0291384907568
2017-11-22T06:03:59.327,1.8e-07,1.8e-07,1.7e-07,73.91311291,1959,17753,8153.16306002,12689,3766,5093.09867354,0.0014675693508035999,176.25113366471527,231.0014956086818
2017-11-22T06:04:21.16,1.8e-07,1.8e-07,1.7e-07,74.32321019,1961,17751,8179.98999999,12682,3762,5091.62388807,0.0014723981999982,178.56219913661528,230.58418356225678
2017-11-22T06:05:01.57,1.8e-07,1.8e-07,1.7e-07,74.30989698,1963,17758,8154.0,12673,3760,5088.93138457,0.00146772,180.8205568088403,230.59822797071757
2017-11-22T06:05:42.53,1.8e-07,1.8e-07,1.7e-07,74.30328749,1965,17759,8154.0,12672,3760,5086.85960346,0.00146772,180.8305318686903,230.57927559041758
2017-11-22T06:06:05.063,1.8e-07,1.8e-07,1.7e-07,74.49810774,1967,17760,8154.00000001,12691,3763,5086.1310473,0.0014677200000018,180.86453186869028,230.36717658251757
2017-11-22T06:06:34.607,1.8e-07,1.8e-07,1.7e-07,74.45915449,1967,17760,8154.00000001,12693,3762,5085.80064859,0.0014677200000018,180.8669722645903,230.14111455951024
