timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:49:08.943,0.0032,0.00325896,0.0032,24.81947484,308,1402,7067.00000001,11995,4327,6921.72993842,22.614400000032
2017-11-15T12:50:10.96,0.0032,0.00325838,0.0032,24.81947484,308,1402,7080.0,12021,4319,6919.10057818,22.656000000000002
