2017-12-20T05:15:47.167,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16599.0,7278,6509,14680.0164474,0.87294141,1.3776557099152977,0.1779986163023699
2017-12-20T05:16:14.663,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16550.0,7282,6512,14676.84565885,0.8703645000000001,1.3572560301548509,0.1779986163023699
2017-12-20T05:16:56.44,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16560.0,7284,6512,14676.47014444,0.8708904000000001,1.3600450283046777,0.1779986163023699
2017-12-20T05:18:04.543,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16592.0,7289,6515,14678.01835606,0.87257328,1.273714521851915,0.1779986163023699
2017-12-20T05:18:38.76,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16600.0,7297,6513,14677.90134463,0.872994,1.429937971070726,0.1779986163023699
2017-12-20T05:19:12.147,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16600.0,7299,6507,14676.27943305,0.872994,1.2971274177692522,0.1779986163023699
2017-12-20T05:19:44.313,5.259e-05,5.327e-05,5.259e-05,133.39437037,301,1882,16600.0,7295,6516,14676.84112272,0.872994,0.6287061628418096,0.1779986163023699
2017-12-20T05:20:17.513,5.327e-05,5.327e-05,5.259e-05,133.08094995,304,1882,16565.001,7295,6516,14674.90657978,0.8824176032700001,0.62783438532918,0.17160621630236988
2017-12-20T05:20:49.23,5.327e-05,5.327e-05,5.26e-05,133.08094995,304,1882,16550.0,7290,6515,14678.32710428,0.8816185000000001,1.2267198570889377,0.17160621630236988
2017-12-20T05:21:19.353,5.327e-05,5.327e-05,5.262e-05,133.08094995,304,1882,16550.0,7302,6515,14678.40178867,0.8816185000000001,1.3331016266065863,0.17160621630236988
2017-12-20T05:21:48.757,5.327e-05,5.327e-05,5.262e-05,133.08094995,304,1882,16550.0,7304,6516,14677.12287913,0.8816185000000001,1.246995590459549,0.17160621630236988
2017-12-20T05:22:20.38,5.327e-05,5.327e-05,5.263e-05,133.08094995,304,1882,16550.0,7298,6517,14682.99320705,0.8816185000000001,1.3159334686424895,0.17160621630236988
2017-12-20T05:22:45.41,5.327e-05,5.327e-05,5.263e-05,133.08094995,304,1882,16520.0,7308,6520,14683.42371243,0.8800204,1.2313511671890272,0.1760495815254121
2017-12-20T05:23:03.94,5.327e-05,5.327e-05,5.263e-05,133.08094995,304,1882,16520.0,7308,6522,14684.94879431,0.8800204,1.2983605349646838,0.1760495815254121
