timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:48:53.867,0.00187195,0.00187195,0.00186951,8.64095123,166,1763,7067.00000001,11995,4327,6921.72993842,13.22907065001872
2017-11-15T12:50:11.6,0.00187195,0.00187195,0.00186951,8.64095123,166,1763,7080.0,12021,4319,6919.10057818,13.253406
