timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:49:07.507,1.8e-07,1.9e-07,1.8e-07,78.56496386,2394,17518,7067.00000001,11995,4327,6921.72993842,0.0012720600000018
2017-11-15T12:49:56.617,1.8e-07,1.9e-07,1.8e-07,79.10677244,2394,17518,7080.0,12021,4319,6919.10057818,0.0012744
