timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:48:59.18,6.24e-06,6.3e-06,6.23e-06,16.23301196,392,1628,7067.00000001,11995,4327,6921.72993842,0.0440980800000624
2017-11-15T12:49:38.867,6.24e-06,6.26e-06,6.23e-06,16.23301196,392,1628,7080.0,12021,4319,6919.10057818,0.0441792
