timestamp,tick,ask,bid,vol,buys,sells,btc_tick,btc_buys,btc_sells,btc_vol,usdt
2017-11-15T12:49:12.913,8.2e-05,8.251e-05,8.201e-05,7.77602757,222,3906,7067.00000001,11995,4327,6921.72993842,0.57949400000082
2017-11-15T12:50:08.633,8.201e-05,8.251e-05,8.201e-05,7.79125132,260,3907,7080.0,12021,4319,6919.10057818,0.5806308
